,TaMin_2m,TaMax_2m,RHMin_2m,RHMax_2m,WndAveSpd_3m,Solar_2m_Avg,Rain_1m_Tot,hour,date
2022-04-29 12:00:00,15.1,17.59,70.39,78.53,3.3629333333333333,485.495,0.0,12,2022-04-29
2022-04-29 13:00:00,15.35,17.15,74.81,83.6,2.12505,165.27133333333333,0.0,13,2022-04-29
2022-04-30 11:00:00,9.27,11.77,49.81,59.63,11.353433333333333,697.1800000000001,0.0,11,2022-04-30
2022-04-30 12:00:00,10.54,12.52,45.71,55.53,11.122000000000002,680.9033333333333,0.0,12,2022-04-30
2022-04-30 13:00:00,11.76,13.69,42.38,51.66,10.676833333333333,698.14,0.0,13,2022-04-30
2022-05-01 11:00:00,10.99,13.25,41.36,51.21,3.1780666666666666,777.0033333333333,0.0,11,2022-05-01
2022-05-01 12:00:00,12.63,14.84,35.46,46.67,3.30615,883.9166666666666,0.0,12,2022-05-01
2022-05-01 13:00:00,13.93,16.16,31.64,44.53,2.72275,904.45,0.0,13,2022-05-01
2022-05-02 11:00:00,0.51,2.071,92.8,95.2,4.770833333333333,23.9005,1.778,11,2022-05-02
2022-05-02 12:00:00,0.133,0.89,94.8,96.4,3.8665833333333333,62.30616666666666,0.762,12,2022-05-02
2022-05-02 13:00:00,0.418,1.321,94.8,96.3,4.18315,82.9935,2.794,13,2022-05-02
2022-05-03 11:00:00,4.595,5.826,72.68,84.1,1.48275,277.07666666666665,0.0,11,2022-05-03
2022-05-03 12:00:00,5.344,7.282,63.77,77.8,1.4966000000000002,430.06166666666667,0.0,12,2022-05-03
2022-05-03 13:00:00,6.521,8.78,60.64,72.57,2.2789,866.189090909091,0.0,13,2022-05-03
2022-05-04 11:00:00,6.347,7.154,86.7,90.4,1.1683833333333333,73.90766666666667,0.0,11,2022-05-04
2022-05-04 12:00:00,6.205,6.869,90.3,94.0,1.5071333333333332,62.7025,0.0,12,2022-05-04
2022-05-04 13:00:00,6.3,7.248,93.1,95.9,1.6882833333333334,102.735,0.0,13,2022-05-04
2022-05-05 11:00:00,7.817,9.45,84.0,90.9,1.36135,263.79,0.0,11,2022-05-05
2022-05-05 12:00:00,9.03,10.58,76.79,88.3,1.5541833333333335,413.00166666666667,0.0,12,2022-05-05
2022-05-05 13:00:00,10.04,11.01,73.36,81.5,1.9676166666666668,273.4583333333333,0.0,13,2022-05-05
2022-05-06 11:00:00,14.25,17.58,58.27,71.38,5.016966666666667,762.4150000000001,0.0,11,2022-05-06
2022-05-06 12:00:00,16.44,19.23,51.96,64.9,4.933083333333333,792.8466666666667,0.0,12,2022-05-06
2022-05-06 13:00:00,18.89,21.53,49.96,56.9,5.628333333333333,896.565,0.0,13,2022-05-06
2022-05-07 11:00:00,17.42,20.77,57.88,66.98,5.0192499999999995,641.6083333333333,0.0,11,2022-05-07
2022-05-07 12:00:00,20.44,23.69,49.54,61.7,6.466633333333333,857.2133333333334,0.0,12,2022-05-07
2022-05-07 13:00:00,23.35,26.7,41.49,52.55,8.127283333333333,880.7116666666666,0.0,13,2022-05-07
2022-05-08 11:00:00,18.41,20.39,43.29,65.35,2.1874166666666666,616.0816666666667,0.0,11,2022-05-08
2022-05-08 12:00:00,19.63,20.86,39.3,55.23,3.508166666666667,879.8416666666667,0.0,12,2022-05-08
2022-05-08 13:00:00,19.71,21.97,37.13,51.14,1.79315,871.5220338983052,0.0,13,2022-05-08
2022-05-09 11:00:00,15.83,19.04,49.63,67.91,3.7005666666666666,776.86,0.0,11,2022-05-09
2022-05-09 12:00:00,18.51,20.82,40.72,54.05,5.751833333333334,872.4833333333333,0.0,12,2022-05-09
2022-05-09 13:00:00,20.29,21.9,30.04,46.3,5.345616666666667,914.5666666666667,0.0,13,2022-05-09
2022-05-10 11:00:00,18.43,20.39,33.01,41.0,5.477866666666667,791.2516666666667,0.0,11,2022-05-10
2022-05-10 12:00:00,19.77,21.99,29.56,36.33,4.334183333333333,886.9833333333333,0.0,12,2022-05-10
2022-05-10 13:00:00,21.09,22.74,27.83,36.86,3.2632,926.2,0.0,13,2022-05-10
2022-05-11 11:00:00,19.73,24.56,45.9,71.91,3.5149,481.35999999999996,0.0,11,2022-05-11
2022-05-11 12:00:00,23.29,25.23,46.97,58.8,3.6251,587.2516666666667,0.0,12,2022-05-11
2022-05-11 13:00:00,24.71,27.01,41.45,52.95,3.6011333333333337,843.7383333333333,0.0,13,2022-05-11
2022-05-12 11:00:00,24.47,26.12,45.07,55.89,4.89115,442.3933333333333,0.0,11,2022-05-12
2022-05-12 12:00:00,25.5,27.25,40.37,50.61,4.2144,512.0183333333333,0.0,12,2022-05-12
2022-05-12 13:00:00,25.97,27.25,36.61,48.48,4.7421999999999995,288.2866666666667,0.0,13,2022-05-12
2022-05-13 11:00:00,18.85,20.96,19.52,28.72,3.6545166666666664,806.4916666666667,0.0,11,2022-05-13
2022-05-13 12:00:00,20.29,21.99,17.65,27.4,4.569,899.9666666666667,0.0,12,2022-05-13
2022-05-13 13:00:00,21.28,22.93,17.31,25.43,4.3141,936.9666666666667,0.0,13,2022-05-13
2022-05-14 11:00:00,18.78,20.29,27.46,39.61,3.8300666666666667,803.3883333333334,0.0,11,2022-05-14
2022-05-14 12:00:00,19.02,21.28,28.48,38.69,3.5628666666666664,893.1,0.0,12,2022-05-14
2022-05-14 13:00:00,20.61,22.49,26.11,36.49,3.3455166666666667,932.6,0.0,13,2022-05-14
2022-05-15 11:00:00,17.74,19.53,44.11,58.25,1.9615666666666667,769.3283333333333,0.0,11,2022-05-15
2022-05-15 12:00:00,18.73,21.51,35.1,53.51,4.436850000000001,901.66,0.0,12,2022-05-15
2022-05-15 13:00:00,20.28,22.55,32.47,42.61,5.085433333333333,848.4449999999999,0.0,13,2022-05-15
2022-05-16 11:00:00,21.1,23.29,44.03,55.88,5.717116666666667,782.2516666666667,0.0,11,2022-05-16
2022-05-16 12:00:00,22.77,24.99,40.03,49.74,6.15855,872.4833333333333,0.0,12,2022-05-16
2022-05-16 13:00:00,24.52,26.68,36.95,44.77,6.701333333333333,908.3,0.0,13,2022-05-16
2022-05-17 11:00:00,19.77,21.56,55.33,70.79,1.9625,602.4283333333333,0.0,11,2022-05-17
2022-05-17 12:00:00,21.28,23.91,50.72,62.96,1.6581833333333333,834.5516666666666,0.0,12,2022-05-17
2022-05-17 13:00:00,22.94,25.07,46.42,60.62,2.0952,808.715,0.0,13,2022-05-17
2022-05-18 11:00:00,22.39,24.6,32.02,47.91,1.6168,793.8766666666667,0.0,11,2022-05-18
2022-05-18 12:00:00,23.98,26.81,31.07,39.92,1.7049833333333335,887.5166666666667,0.0,12,2022-05-18
2022-05-18 13:00:00,25.58,27.71,30.42,39.62,2.0786000000000002,929.5666666666667,0.0,13,2022-05-18
2022-05-19 11:00:00,26.08,30.59,14.33,34.55,4.0194,754.045,0.0,11,2022-05-19
2022-05-19 12:00:00,29.92,31.94,12.77,17.51,5.6129999999999995,839.5550000000001,0.0,12,2022-05-19
2022-05-19 13:00:00,29.1,31.42,13.45,17.57,6.537866666666667,567.0066666666667,0.0,13,2022-05-19
2022-05-20 11:00:00,10.77,12.1,38.63,51.94,4.282033333333334,238.465,0.0,11,2022-05-20
2022-05-20 12:00:00,11.53,12.34,37.35,42.8,5.0607,274.885,0.0,12,2022-05-20
2022-05-20 13:00:00,11.43,12.43,39.65,46.21,5.18325,308.34166666666664,0.0,13,2022-05-20
2022-05-21 11:00:00,6.764,9.37,42.06,54.62,3.44195,557.06,0.0,11,2022-05-21
2022-05-21 12:00:00,8.03,11.57,33.18,50.45,3.144633333333333,846.1183333333333,0.0,12,2022-05-21
2022-05-21 13:00:00,9.33,12.07,32.36,40.48,2.2048,748.724074074074,0.0,13,2022-05-21
2022-05-22 11:00:00,13.73,15.92,26.7,33.47,2.1718166666666665,814.8866666666667,0.0,11,2022-05-22
2022-05-22 12:00:00,15.02,17.49,22.09,31.4,3.0459166666666664,924.5833333333334,0.0,12,2022-05-22
2022-05-22 13:00:00,16.1,17.85,23.85,30.18,3.5035499999999997,851.9333333333333,0.0,13,2022-05-22
2022-05-23 11:00:00,7.012,7.77,91.2,93.3,1.5552333333333332,96.13666666666667,1.27,11,2022-05-23
2022-05-23 12:00:00,7.248,7.912,90.0,92.5,1.5508666666666666,67.54966666666667,1.27,12,2022-05-23
2022-05-23 13:00:00,7.058,7.627,91.5,93.4,1.61265,62.11466666666667,1.27,13,2022-05-23
2022-05-24 11:00:00,10.63,11.77,67.21,74.89,2.3893666666666666,268.5566666666667,0.0,11,2022-05-24
2022-05-24 12:00:00,10.91,12.93,58.19,73.12,3.1330666666666667,311.075,0.0,12,2022-05-24
2022-05-24 13:00:00,12.4,13.78,51.01,62.89,4.382883333333334,393.385,0.0,13,2022-05-24
2022-05-25 11:00:00,12.42,14.44,56.02,66.17,7.833783333333333,740.5300000000001,0.0,11,2022-05-25
2022-05-25 12:00:00,13.16,16.17,47.44,60.69,8.228966666666667,867.0666666666667,0.0,12,2022-05-25
2022-05-25 13:00:00,14.6,16.92,44.19,52.34,7.453466666666667,749.0566666666667,0.0,13,2022-05-25
2022-05-26 11:00:00,16.39,19.02,43.53,53.99,1.5790166666666667,807.62,0.0,11,2022-05-26
2022-05-26 12:00:00,17.69,21.09,38.96,51.92,1.4789333333333334,900.0166666666667,0.0,12,2022-05-26
2022-05-26 13:00:00,20.04,22.58,35.37,46.5,1.8354666666666666,937.8666666666667,0.0,13,2022-05-26
2022-05-27 11:00:00,25.13,28.19,31.88,40.44,2.9050000000000002,815.0966666666667,0.0,11,2022-05-27
2022-05-27 12:00:00,27.62,30.24,24.2,34.72,3.2542666666666666,897.2533333333333,0.0,12,2022-05-27
2022-05-27 13:00:00,29.63,31.56,19.06,29.57,4.154516666666667,923.4300000000001,0.0,13,2022-05-27
2022-05-28 11:00:00,25.92,28.75,31.2,43.88,2.0376333333333334,726.6683333333333,0.0,11,2022-05-28
2022-05-28 12:00:00,27.69,30.48,29.23,38.19,2.1498166666666667,763.6633333333334,0.0,12,2022-05-28
2022-05-28 13:00:00,30.0,31.51,27.17,34.5,3.21445,908.4216666666667,0.0,13,2022-05-28
2022-05-29 11:00:00,22.23,25.75,37.94,44.03,5.396733333333333,722.565,0.0,11,2022-05-29
2022-05-29 12:00:00,24.95,27.48,32.29,39.83,5.648916666666667,854.035,0.0,12,2022-05-29
2022-05-29 13:00:00,26.01,27.52,30.83,37.29,5.368366666666666,652.3683333333333,0.0,13,2022-05-29
2022-05-30 11:00:00,14.82,17.58,66.83,89.6,3.6325999999999996,679.1583333333333,0.0,11,2022-05-30
2022-05-30 12:00:00,16.87,19.0,58.2,72.31,4.786266666666666,630.2894736842105,0.0,12,2022-05-30
2022-05-30 13:00:00,16.57,19.18,53.45,71.82,5.856083333333333,828.2236363636364,0.0,13,2022-05-30
2022-05-31 11:00:00,15.97,18.1,52.88,61.51,4.880966666666667,538.2406779661017,0.0,11,2022-05-31
2022-05-31 12:00:00,16.67,19.51,47.6,59.34,4.9209000000000005,610.8592592592593,0.0,12,2022-05-31
2022-05-31 13:00:00,17.5,19.63,47.45,55.07,4.409833333333333,462.175,0.0,13,2022-05-31
2022-06-01 11:00:00,13.11,14.44,55.34,69.12,2.359983333333333,287.34000000000003,0.0,11,2022-06-01
2022-06-01 12:00:00,14.11,17.63,30.35,59.5,1.9246833333333333,639.0166666666667,0.0,12,2022-06-01
2022-06-01 13:00:00,15.54,17.29,33.63,42.23,1.4766166666666665,608.9449999999999,0.0,13,2022-06-01
2022-06-02 11:00:00,20.69,22.25,36.48,45.66,2.427966666666667,766.7466666666667,0.0,11,2022-06-02
2022-06-02 12:00:00,20.83,23.15,31.38,41.99,2.608033333333333,776.9933333333333,0.0,12,2022-06-02
2022-06-02 13:00:00,22.0,24.33,28.98,36.15,2.4528499999999998,777.2733333333333,0.0,13,2022-06-02
2022-06-03 11:00:00,22.39,24.52,32.12,44.06,4.590566666666666,799.6416666666667,0.0,11,2022-06-03
2022-06-03 12:00:00,23.52,25.18,30.87,35.84,6.191316666666666,896.3449999999999,0.0,12,2022-06-03
2022-06-03 13:00:00,24.08,26.11,29.34,35.06,5.662033333333333,953.6833333333333,0.0,13,2022-06-03
2022-06-04 11:00:00,23.71,25.73,40.67,52.31,2.8361,800.8883333333334,0.0,11,2022-06-04
2022-06-04 12:00:00,24.97,27.24,36.51,44.96,2.0671833333333334,892.6,0.0,12,2022-06-04
2022-06-04 13:00:00,26.23,28.82,32.98,39.78,1.6960666666666666,927.3216666666667,0.0,13,2022-06-04
2022-06-05 11:00:00,20.58,23.11,62.15,71.17,2.309366666666667,560.8883333333334,0.0,11,2022-06-05
2022-06-05 12:00:00,22.06,24.79,58.19,66.85,1.96155,769.2533333333333,0.0,12,2022-06-05
2022-06-05 13:00:00,23.88,27.05,48.34,60.92,2.9727333333333332,819.3966101694915,0.0,13,2022-06-05
2022-06-06 11:00:00,21.21,24.04,54.13,68.81,2.2271833333333335,775.8683333333333,0.0,11,2022-06-06
2022-06-06 12:00:00,23.18,25.78,46.28,60.18,1.84845,872.9666666666667,0.0,12,2022-06-06
2022-06-06 13:00:00,24.16,26.77,39.04,50.27,2.4517333333333338,896.19,0.0,13,2022-06-06
2022-06-07 11:00:00,17.72,20.5,66.0,77.58,3.11265,345.10833333333335,0.0,11,2022-06-07
2022-06-07 12:00:00,19.35,21.15,63.89,70.53,2.8856666666666664,374.51500000000004,0.0,12,2022-06-07
2022-06-07 13:00:00,19.77,22.27,59.93,68.05,2.314216666666667,408.0155172413793,0.0,13,2022-06-07
2022-06-08 11:00:00,19.03,20.95,42.11,56.49,2.8619833333333333,821.6066666666667,0.0,11,2022-06-08
2022-06-08 12:00:00,20.1,22.16,34.73,47.82,2.245833333333333,911.9,0.0,12,2022-06-08
2022-06-08 13:00:00,21.54,23.48,32.32,43.85,2.2180000000000004,952.55,0.0,13,2022-06-08
2022-06-09 11:00:00,21.29,23.31,42.64,58.51,6.9569,388.305,0.0,11,2022-06-09
2022-06-09 12:00:00,20.59,24.06,38.92,56.91,7.829083333333333,617.5833333333334,0.0,12,2022-06-09
2022-06-09 13:00:00,23.52,25.94,33.85,57.78,7.0942,595.705,0.0,13,2022-06-09
2022-06-10 11:00:00,23.19,25.63,47.57,57.48,2.355033333333333,693.51,0.0,11,2022-06-10
2022-06-10 12:00:00,25.02,27.05,43.57,51.58,2.5459666666666667,774.1283333333333,0.0,12,2022-06-10
2022-06-10 13:00:00,25.67,28.08,36.5,48.3,2.6773499999999997,769.355,0.0,13,2022-06-10
2022-06-11 11:00:00,27.0,29.48,47.42,57.06,3.034883333333333,718.7283333333332,0.0,11,2022-06-11
2022-06-11 12:00:00,28.82,31.82,41.29,50.19,2.9623333333333335,890.255,0.0,12,2022-06-11
2022-06-11 13:00:00,30.54,32.71,37.64,44.09,4.026833333333333,929.145,0.0,13,2022-06-11
2022-06-12 11:00:00,27.66,30.99,45.89,58.78,2.0183,790.6766666666666,0.0,11,2022-06-12
2022-06-12 12:00:00,30.27,33.14,40.61,47.41,1.5156500000000002,880.4,0.0,12,2022-06-12
2022-06-12 13:00:00,32.05,33.61,38.92,44.19,2.08725,912.7333333333333,0.0,13,2022-06-12
2022-06-13 11:00:00,30.95,35.45,24.76,39.95,2.508183333333333,801.48,0.0,11,2022-06-13
2022-06-13 12:00:00,34.03,36.93,21.72,30.84,1.6131,894.25,0.0,12,2022-06-13
2022-06-13 13:00:00,36.45,38.9,15.53,24.79,2.7842,932.1833333333333,0.0,13,2022-06-13
2022-06-14 11:00:00,23.9,26.95,24.64,34.15,4.0361666666666665,777.8983333333333,0.0,11,2022-06-14
2022-06-14 12:00:00,25.96,27.8,19.13,27.31,5.04055,878.7333333333333,0.0,12,2022-06-14
2022-06-14 13:00:00,25.95,28.13,18.66,23.86,5.006316666666667,924.3,0.0,13,2022-06-14
2022-06-15 11:00:00,23.05,25.54,12.78,27.29,2.9557333333333333,831.0716666666667,0.0,11,2022-06-15
2022-06-15 12:00:00,24.21,26.72,14.13,21.19,3.8215166666666667,917.2166666666667,0.0,12,2022-06-15
2022-06-15 13:00:00,25.58,27.8,16.36,21.4,3.6291333333333333,957.65,0.0,13,2022-06-15
2022-06-16 11:00:00,25.41,27.8,31.74,41.86,2.9875333333333334,809.8833333333333,0.0,11,2022-06-16
2022-06-16 12:00:00,26.62,29.48,26.29,34.21,3.379366666666667,899.7333333333333,0.0,12,2022-06-16
2022-06-16 13:00:00,28.54,30.43,24.33,28.79,3.288616666666667,938.1333333333333,0.0,13,2022-06-16
2022-06-17 11:00:00,27.23,30.28,50.93,58.47,3.3814333333333333,778.375,0.0,11,2022-06-17
2022-06-17 12:00:00,29.52,34.56,30.47,52.75,2.633366666666667,871.3166666666667,0.0,12,2022-06-17
2022-06-17 13:00:00,33.66,36.41,25.87,31.62,3.9493333333333336,916.6,0.0,13,2022-06-17
2022-06-18 11:00:00,33.19,36.07,21.15,27.37,7.51945,788.8066666666667,0.0,11,2022-06-18
2022-06-18 12:00:00,34.88,36.45,16.21,22.6,8.283583333333333,883.8333333333334,0.0,12,2022-06-18
2022-06-18 13:00:00,35.89,37.35,16.45,19.42,8.2576,923.0333333333333,0.0,13,2022-06-18
2022-06-19 11:00:00,31.6,34.74,29.8,38.93,7.548383333333334,777.125,0.0,11,2022-06-19
2022-06-19 12:00:00,33.75,36.33,25.03,31.18,7.608133333333333,865.3983333333333,0.0,12,2022-06-19
2022-06-19 13:00:00,34.47,36.88,21.88,25.47,8.3144,757.1633333333334,0.0,13,2022-06-19
2022-06-20 11:00:00,31.02,34.98,21.01,33.08,6.66775,607.0824561403508,0.0,11,2022-06-20
2022-06-20 12:00:00,32.09,34.18,21.32,25.27,6.165,558.2816666666666,0.0,12,2022-06-20
2022-06-20 13:00:00,33.28,36.16,20.47,25.17,6.509883333333334,760.8466666666667,0.0,13,2022-06-20
2022-06-21 11:00:00,22.01,23.43,32.7,35.87,2.1929166666666666,374.24833333333333,0.0,11,2022-06-21
