date,hour,pa,ppt,swin,ta,Tcns
2023-07-18,13,90981.703125,0.0,200.69500732421875,19.69000244140625,26.227182802679703
2023-07-19,11,91382.0,0.0,0.0,21.8900146484375,24.964149549185485
2023-07-19,12,91353.296875,0.0,49.48099899291992,21.77001953125,26.809984515205223
2023-07-19,13,91358.296875,0.0,156.39199829101562,23.209991455078125,27.01812458382856
2023-07-20,11,91918.796875,0.0,0.0,20.230010986328125,23.349835421245896
2023-07-20,12,91961.703125,0.0,60.81100082397461,19.77001953125,22.775114709145008
2023-07-20,13,91903.296875,0.0,196.1219940185547,21.110015869140625,23.373422674856087
2023-07-21,11,92053.1015625,0.0,0.0,13.8699951171875,23.850063773486827
2023-07-21,12,92046.796875,0.0,59.95500183105469,13.5,24.963465231051245
2023-07-21,13,92009.296875,0.0,197.5290069580078,15.470001220703123,25.43361257124063
2023-07-22,11,91447.0,0.0,0.0,17.410003662109375,26.953579398858068
2023-07-22,12,91481.1015625,0.0,58.12300109863281,17.1300048828125,28.732865201681136
2023-07-22,13,91439.0,0.0,195.86399841308597,19.69000244140625,29.448734780378366
2023-07-23,11,91351.703125,0.0,0.0,20.75,28.376106481947367
2023-07-23,12,91381.3984375,0.0,56.152000427246094,20.52001953125,30.356338185022288
2023-07-23,13,91333.296875,0.0,193.7949981689453,22.6300048828125,30.87667231624541
2023-07-24,11,91242.6015625,0.0,0.0,24.95001220703125,29.17968163711789
2023-07-24,12,91294.6015625,0.0,54.76300048828125,24.83001708984375,30.366206013308705
2023-07-24,13,91282.796875,0.0,193.84500122070312,26.25,30.96425181988388
2023-07-25,11,91329.5,0.0,0.0,24.08001708984375,28.53884666331575
2023-07-25,12,91363.6015625,0.0,49.07699966430664,23.8699951171875,30.057121040529456
2023-07-25,13,91275.796875,0.0,178.44200134277344,25.800018310546875,31.33199553037154
2023-07-26,11,91240.5,0.0,0.0,24.279998779296875,30.35030436864283
2023-07-26,12,91321.1015625,0.0,50.71599960327149,23.790008544921875,31.687833546969312
